from,to
4017,218
4017,5092
4017,2097
4017,4543
4017,23
4017,3923
4017,2819
4017,6217
5618,3594
5049,3603
5049,3744
5049,1435
5049,1425
5049,519
5049,510
5049,3083
5049,2128
5049,2425
5049,1653
5049,3010
5049,3329
5049,138
5049,5582
5049,3860
5049,1564
5049,511
5049,3816
5049,3966
5049,1245
5049,2576
5049,707
5049,5774
5049,4563
5049,5526
5049,3974
5049,3473
5049,4745
5049,1325
5049,116
5049,289
5049,5846
5049,2168
637,2210
637,2906
637,5959
637,4352
637,4326
637,654
637,4161
637,2936
637,3114
637,2022
637,5762
637,1559
637,4501
1369,91
1369,1072
1369,3227
4256,5300
4256,3249
3474,5407
4475,3763
4475,4512
63,3967
3602,672
4707,5470
3279,1243
2556,2128
2556,6024
2454,5149
2454,5568
2454,2836
2454,1296
2454,683
2454,5248
2454,3805
3232,5203
4822,1801
4822,4412
3399,3621
3399,5831
3399,3856
3399,1404
3399,2425
3399,5786
3399,3560
3399,2535
3399,5090
3399,505
3399,5063
3399,3581
3399,4239
6243,4821
6243,1633
6243,4855
6243,3929
6243,5214
6243,5210
6243,3928
6243,5159
6243,5538
2088,2789
2528,2622
2528,2467
4962,5380
710,5941
710,2162
710,4172
710,147
710,5223
710,5938
710,2556
710,2522
710,2593
710,898
710,1524
710,3299
710,2128
710,5266
710,4307
710,3901
710,5155
710,5157
710,1653
710,2878
710,387
710,5518
710,1228
710,5991
710,5023
710,1454
710,5299
710,2751
710,3860
710,4391
710,3966
710,4891
710,4833
710,4078
710,2804
710,6010
710,2904
710,216
710,5922
710,3307
710,2667
710,617
710,2524
710,5876
710,3171
710,116
710,1587
710,3908
710,3204
710,6199
710,5424
710,3501
710,495
710,3701
710,560
1748,1309
3052,3986
3052,6282
3052,3531
3052,5669
3052,130
3052,2712
3052,4930
3052,4580
4892,3353
4892,2791
4892,1216
4892,2456
143,988
143,67
5512,956
5091,5934
5091,620
5091,4422
5091,2279
5091,3224
5091,25
5091,911
5091,5132
5091,4851
5091,4729
2522,1454
2522,3635
5060,2128
2275,4081
2275,2281
3776,4817
3776,2031
3776,2954
3776,2093
3776,4080
3776,3612
3776,1448
3776,1945
3776,4871
3776,164
3776,4935
3776,779
3776,925
3776,2612
3776,2075
3776,5706
3776,257
3776,426
3776,4521
3776,4994
3776,1532
3776,4627
3776,5220
3776,1680
3776,219
3776,3484
3776,124
3776,261
3776,3868
3776,4099
3776,5734
3776,751
3776,793
3776,784
3776,3823
3776,4236
3776,1238
3776,1031
3776,2368
3776,5765
3776,5729
3776,4770
3776,1691
3776,1463
3776,4195
3776,737
3776,3665
3776,694
3776,1219
3776,4694
3776,402
3776,5978
3776,757
3776,2037
3776,1988
3776,6248
3776,3311
3776,5059
3776,5401
3776,6076
3776,4106
3776,4443
3776,5935
3776,2680
3776,2630
3776,1920
3776,5164
3776,4780
3776,2903
3776,1562
3776,3263
3776,2350
3776,2615
3776,2036
3776,5206
3776,4938
3776,2306
3776,2407
3776,2343
3776,5797
3776,5778
3776,1150
3776,4316
3776,2872
3776,4028
3776,3638
3776,2046
3776,3137
3776,3042
3776,5688
3776,876
3776,2833
3776,5185
3776,5953
3776,1348
3776,2461
3776,1142
3776,3081
3776,3808
3776,1166
3776,5498
3776,5901
3776,892
3776,5616
3776,5842
3776,2212
3776,2469
3776,663
3776,2697
3776,4021
3776,3556
3776,5273
3776,3647
3776,2706
3776,41
3776,3251
3776,4320
3776,5569
3776,4206
3776,4764
3776,2858
3776,1828
3776,1827
3776,5578
3776,5379
3776,2460
3776,4963
3776,5134
3776,4844
3776,3632
3776,4285
3776,942
3776,4355
3776,1395
3776,3276
3776,2981
3776,1768
3776,916
3776,2800
3776,127
3776,5430
3776,3354
3776,4752
3776,996
3776,1614
3776,6106
3776,6120
3776,4200
3776,4746
3776,3378
3776,5926
3776,5925
3776,4908
2051,675
2051,3206
2051,4954
2051,196
2051,5150
2051,4733
2051,6097
2051,192
2051,500
2051,702
2051,538
2051,6153
2051,2540
2051,1563
2051,2750
2051,1666
2051,1396
2051,2097
2051,5854
2051,290
2051,1823
2051,3897
2051,5217
2051,4180
2051,778
2051,2174
2051,3736
2051,6137
2051,5891
2051,1933
2051,4640
2051,3019
2051,3923
2051,2606
2051,76
2051,5775
2051,122
2051,125
2051,5866
2051,4255
2051,597
2051,2441
2051,2917
2051,661
2051,5551
2051,4592
2051,1834
2051,4895
2051,6236
2051,3014
2051,660
2051,842
2051,858
2051,5952
2051,1981
2051,1387
2051,1292
2014,1607
4509,5384
4509,1141
4509,5127
3166,1156
3166,4434
5286,5106
5286,3302
5286,3839
5286,4787
5286,5463
3397,516
1,1483
2026,3778
6065,2299
6065,4069
6065,3880
6065,4922
6065,2437
6065,619
6065,1911
6065,5995
1524,705
3344,5020
3344,2547
1951,4283
1951,453
1951,1749
6165,3210
6165,5351
6165,1772
6165,2599
6165,4152
6165,3320
6165,545
6165,5710
6165,5495
5591,4950
4103,518
4103,2702
4103,1774
4103,4439
4103,2066
539,2217
539,1567
5719,581
5719,5679
5357,811
5357,4817
5357,1616
5357,3996
5357,3782
5357,1569
5357,5360
5357,2585
5357,665
5357,3248
5357,2155
5357,3391
2507,3583
2507,3886
2507,5445
2507,2825
2507,4138
2507,301
2507,1839
2507,1373
2507,937
2507,5581
2507,3512
2507,776
2507,5652
2507,2974
2507,1986
2507,93
2507,1339
2507,102
2507,729
2507,3691
2507,1015
2507,5796
2507,5523
2507,5769
2507,837
2507,2392
2507,158
2507,2095
3841,448
3841,2808
3841,3979
3841,6097
3841,3541
3841,5380
3841,2452
3841,3796
3841,4125
3841,2424
3841,5748
3841,3342
3841,3952
3841,3020
3841,4383
3841,1115
3841,23
3841,2721
3841,2449
3841,762
3841,3634
3841,2150
3841,4564
3841,3026
3841,1488
3841,4300
3841,698
3841,278
3841,3663
3841,967
3841,1767
3841,3722
3841,842
4866,3961
4866,4639
4866,2950
670,5617
670,4425
670,1791
547,570
3156,3942
3156,5473
5084,4818
5084,1388
5084,1066
5084,707
5084,2513
5084,5341
3786,262
3786,1488
3786,470
3786,2277
3327,1328
3327,5698
3327,4085
3327,2768
3327,2746
3327,4480
3327,5415
3327,239
3327,5564
3327,2543
3327,5038
3327,6080
3327,5515
3327,4199
3327,1497
3327,3712
3327,4459
3327,3537
3327,1660
3327,4624
3327,1798
3327,81
3327,3459
3327,2808
3327,3528
3327,196
3327,3613
3327,1338
3327,442
3327,295
3327,4049
3327,6028
3327,6172
3327,3895
3327,4896
3327,4519
3327,3881
3327,5150
3327,3979
3327,2502
3327,1978
3327,1582
3327,1474
3327,2911
3327,3905
3327,5380
3327,4866
3327,1263
3327,5532
3327,5602
3327,6139
3327,2320
3327,3100
3327,4557
3327,5296
3327,2452
3327,1198
3327,500
3327,574
3327,882
3327,2976
3327,2741
3327,364
3327,1317
3327,2542
3327,1303
3327,3671
3327,1720
3327,480
3327,70
3327,4718
3327,2424
3327,532
3327,3807
3327,1930
3327,4212
3327,1162
3327,940
3327,4595
3327,4096
3327,4363
3327,3990
3327,2805
3327,1804
3327,3205
3327,4321
3327,2603
3327,452
3327,3386
3327,1699
3327,3594
3327,2666
3327,6202
3327,2595
3327,1126
3327,307
3327,5519
3327,6123
3327,3631
3327,3342
3327,244
3327,1007
3327,1932
3327,5366
3327,4940
3327,1585
3327,682
3327,1620
3327,3499
3327,2333
3327,210
3327,712
3327,4571
3327,4798
3327,991
3327,4737
3327,5795
3327,952
3327,915
3327,5759
3327,227
3327,6224
3327,220
3327,2953
3327,3660
3327,2097
3327,4692
3327,1082
3327,4442
3327,4516
3327,3773
3327,1270
3327,599
3327,910
3327,1115
3327,4933
3327,706
3327,2883
3327,5344
3327,2466
3327,4491
3327,1382
3327,3243
3327,1391
3327,2472
3327,6275
3327,1968
3327,1716
3327,187
3327,673
3327,2865
3327,473
3327,1931
3327,859
3327,405
3327,128
3327,5163
3327,559
3327,4856
3327,6137
3327,762
3327,966
3327,2353
3327,4337
3327,4421
3327,2627
3327,1195
3327,4802
3327,340
3327,5798
3327,3022
3327,2176
3327,274
3327,1933
3327,393
3327,1731
3327,3634
3327,1652
3327,2699
3327,304
3327,2826
3327,5956
3327,4270
3327,873
3327,4598
3327,3376
3327,3177
3327,3923
3327,5611
3327,2227
3327,2242
3327,6177
3327,6168
3327,2621
3327,3003
3327,6050
3327,5907
3327,4997
3327,1231
3327,2681
3327,6235
3327,1509
3327,812
3327,3250
3327,3175
3327,4225
3327,6150
3327,5612
3327,1350
3327,2158
3327,306
3327,836
3327,508
3327,5053
3327,738
3327,1310
3327,4102
3327,2241
3327,5685
3327,1053
3327,5890
3327,1871
3327,3322
3327,4982
3327,6047
3327,1402
3327,3455
3327,269
3327,3382
3327,3670
3327,5162
3327,3466
3327,4762
3327,792
3327,2204
3327,4698
3327,3190
3327,1658
3327,3004
3327,4976
3327,1470
3327,5088
3327,627
3327,133
3327,356
3327,5913
3327,460
3327,4927
3327,3306
3327,1664
3327,4973
3327,5997
3327,5967
3327,528
3327,5866
3327,3482
3327,4252
3327,349
3327,2226
3327,1961
3327,4742
3327,3138
3327,6218
3327,4130
3327,2274
3327,4274
3327,3126
3327,661
3327,698
3327,1004
3327,1042
3327,5080
3327,5793
3327,471
3327,5851
3327,3051
3327,4075
3327,2765
3327,1158
3327,2399
3327,5440
3327,4088
3327,3114
3327,567
3327,4171
3327,35
3327,4804
3327,25
3327,522
3327,5103
3327,6254
3327,5681
3327,2082
3327,4271
3327,1949
3327,2186
3327,431
3327,54
3327,3580
3327,5407
3327,478
3327,2373
3327,5186
3327,2042
3327,4895
3327,5714
3327,165
3327,930
3327,499
3327,4064
3327,6179
3327,6017
3327,5504
3327,1450
3327,2568
3327,6060
3327,5072
3327,6068
3327,5376
3327,2103
3327,4087
3327,2475
3327,4663
3327,598
3327,1429
3327,3695
3327,3029
3327,1502
3327,4420
3327,2669
3327,3269
3327,537
3327,2834
3327,2160
3327,3014
3327,5525
3327,1345
3327,3734
3327,3413
3327,2453
3327,732
3327,525
3327,660
3327,4768
3327,3112
3327,6016
3327,1088
3327,3762
3327,2757
3327,1846
3327,6011
3327,3219
3327,2881
3327,4277
3327,1406
3327,3656
3327,1901
3327,5745
3327,1239
3327,2951
3327,100
3327,6228
3327,2444
3327,1217
3327,1247
3327,3082
3327,4040
3327,2861
3327,5426
3327,4728
3327,1252
3327,4111
3327,5365
3327,2261
3327,5098
3327,6154
3327,6276
3327,1103
3327,4327
3327,4364
3327,4065
3327,1599
3327,5221
3327,2888
3327,2304
3327,3294
3327,4648
3327,3597
3327,382
3327,6041
3327,610
3327,1254
3327,1315
3327,3487
3327,2214
3327,838
3327,3810
3327,3457
1008,3520
1008,1284
1008,1939
1008,4517
1008,372
1008,2238
1008,3050
1008,2286
1169,4889
1169,85
1169,2329
1169,4044
1169,3739
1169,5433
1169,617
1169,3204
1169,639
2433,888
2433,5292
2433,2404
5602,245
5602,3895
5602,1523
5602,1162
5602,2496
5602,1932
5602,5351
5602,2135
5602,5505
5602,7
5602,447
5602,5801
5602,1677
5602,3717
5602,541
5602,3933
4164,4950
4164,2443
4164,508
4164,2804
4164,5080
4164,3014
801,1992
931,5390
6283,6201
6283,6178
3103,130
3103,1006
3103,556
2716,5990
2684,5556
2684,5860
2684,6028
2684,2196
2684,4941
2684,5380
2684,1198
2684,5
2684,3807
2684,1980
2684,5446
2684,5342
2684,1555
2684,3181
2684,2555
2684,5730
2684,1115
2684,5212
2684,3071
2684,2815
2684,673
2684,5891
2684,2763
2684,3704
2684,4424
2684,3192
2684,3803
2684,5428
2684,1914
2684,1280
2684,1251
2684,2414
2684,13
2684,20
2684,3051
2684,3328
2684,6223
2684,3695
2684,3734
2684,3498
2684,4688
2684,3239
2684,5889
2684,950
2684,2547
2684,5560
530,1435
530,4649
530,6142
530,4670
530,5034
530,4404
530,2167
530,1838
530,3970
530,5208
530,2955
530,1732
530,4828
530,5659
530,3983
530,1840
530,421
530,2632
530,4156
530,4151
530,2292
530,3298
530,3971
530,5951
530,5828
530,4133
731,740
731,6099
731,1115
731,128
731,6273
731,3190
731,4452
731,4606
731,1074
731,4967
731,6157
731,5766
731,3627
5982,1167
5982,706
1909,5524
1909,3036
1909,2715
1909,305
1909,4985
1909,3636
1909,5044
1909,6103
1909,5014
1909,3765
1909,4189
1909,5977
1909,1194
1909,5966
1909,973
1909,5406
1909,4883
1909,3564
1909,1153
1909,765
1909,5871
4362,1649
2685,6231
2685,1458
2678,4252
2678,2804
2678,1949
2678,3161
1404,1977
5547,1992
5547,192
5547,3807
5547,4360
5547,2726
5547,5946
5547,57
5547,2426
5547,99
5547,1721
5547,492
5547,2761
5942,3175
1385,2199
1385,923
1385,1555
1385,2731
1385,3138
1385,1494
1385,5808
574,5921
5404,3715
5404,869
5404,4312
112,968
1622,1850
1622,5454
1622,5984
1622,4417
3999,5347
4772,5564
4772,3537
4772,4619
4772,4259
4772,3848
4772,2034
4772,1918
4772,3822
4772,4798
4772,5864
4772,4278
4772,518
4772,3674
4772,5143
4772,4611
4772,343
4772,2324
4772,1652
4772,2223
4772,118
4772,5927
4772,3253
4772,2447
4772,4523
4772,6138
4772,1488
4772,3543
4772,2371
4772,1786
4772,5146
4772,3126
4772,5882
4772,67
4772,2936
4772,3051
4772,2634
4772,701
4772,4969
4772,5613
4772,5737
4772,3652
4772,6117
4772,2206
4772,5253
4772,5468
4772,475
4772,1387
4772,5272
4772,354
1283,3228
980,5120
3228,4371
3228,5968
4127,5356
4127,5519
4127,4368
5731,178
5731,5373
5731,1666
5731,788
5731,1950
5731,4767
5731,1575
5731,1494
5731,1522
2060,1694
404,2210
404,3746
404,2926
404,2178
404,2097
404,3849
404,3792
1304,2125
1304,5934
1304,4363
1304,5290
1304,706
1304,1635
1304,3972
1304,2447
1304,513
1304,1697
1304,214
1304,660
1304,5002
3937,4927
3937,4576
2100,5471
2100,3495
4016,5021
5483,1062
2077,2309
2077,767
2077,1422
2077,4132
94,3399
2562,3274
2562,2749
2562,2950
2562,1436
2562,25
2562,6214
2562,17
2562,834
3231,3334
3231,3603
3231,5049
3231,672
3231,324
3231,2436
3231,121
3231,6203
3231,4838
3231,2857
3231,4548
3119,6231
3119,1374
3119,2199
3119,4185
3119,6034
3119,676
3119,1992
3119,684
3119,635
3119,4467
3119,151
3119,1683
3119,749
3119,4243
3119,664
3119,3327
3119,480
3119,5483
3119,5446
3119,2803
3119,3205
3119,1126
3119,3822
3119,3952
3119,4442
3119,5143
3119,4469
3119,4209
3119,198
3119,1931
3119,783
3119,2366
3119,3899
3119,2121
3119,3140
3119,5459
3119,2234
3119,927
3119,4479
3119,2649
3119,1231
3119,6150
3119,5454
3119,5612
3119,6108
3119,2742
3119,3382
3119,2618
3119,4642
3119,133
3119,356
3119,600
3119,5997
3119,3543
3119,2251
3119,1508
3119,6218
3119,5993
3119,71
3119,5413
3119,214
3119,249
3119,3858
3119,3087
3119,472
3119,1486
3119,2568
3119,17
3119,5762
3119,4387
3119,3136
3119,3219
3119,3809
3119,3145
3119,1855
3119,5501
3119,3586
3119,1484
3119,2403
3119,614
3119,4651
3119,4729
5721,2941
2128,3355
2128,1592
2128,4205
2128,6208
2128,4172
2128,5049
2128,2556
2128,710
2128,2522
2128,5060
2128,1135
2128,1936
2128,3231
2128,4339
2128,1343
2128,4815
2128,2994
2128,5518
2128,4652
2128,5258
2128,3379
2128,5683
2128,376
2128,3860
2128,109
2128,578
2128,977
2128,934
2128,5491
2128,6203
2128,5896
2128,750
2128,6054
2128,4998
2128,3620
2128,890
2128,3664
2128,1900
9,5178
9,1374
4192,5131
32,4357
32,708
32,1582
32,52
32,5755
32,1997
32,2678
32,3999
32,3228
32,2424
32,3323
32,1982
32,901
32,6245
32,5805
32,1376
32,66
32,5835
32,4166
32,4076
32,2727
32,662
32,1355
32,2423
32,3043
32,1179
32,2692
32,5278
32,224
32,4691
32,5921
32,4056
32,6220
32,2573
32,5076
32,2490
32,4804
32,1358
32,5047
32,2545
32,5463
32,5968
32,6075
32,3767
32,1234
32,2192
32,722
32,3097
3723,1641
3723,2849
146,5564
146,1982
146,673
146,247
146,679
146,1644
146,5440
146,1064
146,4014
3551,4866
3551,5732
3551,401
5642,5602
5642,4763
5642,5671
5642,2922
5642,5770
4630,2236
4630,4491
4630,2855
4630,4839
4630,3014
2020,636
2020,6031
5121,4602
1392,2965
1392,35
1392,3087
3654,3781
2960,4459
2960,2455
2960,3599
2960,1338
2960,3662
2960,5091
2960,5202
2960,6139
2960,5285
2960,2374
2960,4719
2960,1304
2960,538
2960,1519
2960,452
2960,3163
2960,2099
2960,4030
2960,66
2960,3947
2960,603
2960,3840
2960,4931
2960,1299
2960,2359
2960,1195
2960,5798
2960,3923
2960,150
2960,6222
2960,2447
2960,2548
2960,5818
2960,1665
2960,5100
2960,262
2960,4523
2960,3714
2960,2248
2960,5967
2960,1074
2960,747
2960,4995
2960,2383
2960,4760
2960,3349
2960,994
2960,5440
2960,4448
2960,4972
2960,80
2960,516
2960,5665
2960,3223
2960,5939
2960,4338
2960,2334
2960,4399
2960,4851
2960,175
2960,5396
2960,2070
2960,5225
2960,5347
2960,5442
2960,4462
2960,3586
2960,929
2960,5272
2960,5502
2960,964
2960,217
2960,2628
2960,1770
1633,2515
1375,3682
1375,2694
1375,242
1375,5795
1375,3687
1375,128
1375,3288
1375,274
1375,2314
1375,4194
1375,3244
1375,6186
1375,2219
1375,5317
1375,4002
1375,1673
1375,2022
1375,1013
1375,5172
769,3204
3386,134
3386,3465
3386,2943
3386,4093
2443,6080
4739,1200
4739,1556
1699,1050
3958,4713
3958,3892
3958,4915
3958,3734
3594,3734
1580,1121
2791,617
3921,3319
3921,2544
3921,2319
3921,5938
3921,6243
3921,710
3921,5539
3921,2522
3921,830
3921,1135
3921,2507
3921,3415
3921,2059
3921,3955
3921,1454
3921,6021
3921,2589
3921,5824
3921,1287
3921,2440
3921,3436
3921,2
3921,3473
3921,3770
3921,617
3921,3148
3921,6241
2263,1992
2263,6080
2263,4459
2263,6022
2263,1060
2263,749
2263,1
2263,908
2263,3848
2263,446
2263,3960
2263,2217
2263,4718
2263,3228
2263,1162
2263,2602
2263,4887
